TFL | Shares | TASFOODS LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.548807 | 2018-12-24 04:05:47.548807
TAS | Shares | TASMAN RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.548820 | 2018-12-24 04:05:47.548820
TGR | Shares | TASSAL GROUP LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.548834 | 2018-12-24 04:05:47.548834
TTS | Shares | TATTS GROUP LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.548848 | 2018-12-24 04:05:47.548848
TAW | Shares | TAWANA RESOURCES NL | Materials | AUD | None | None | 2018-12-24 04:05:47.548862 | 2018-12-24 04:05:47.548862
TDL | Shares | TBG DIAGNOSTICS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.548876 | 2018-12-24 04:05:47.548876
TCN | Shares | TECHNICHE LIMITED. | Software & Services | AUD | None | None | 2018-12-24 04:05:47.548890 | 2018-12-24 04:05:47.548890
TMT | Shares | TECHNOLOGY METALS AUSTRALIA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.548904 | 2018-12-24 04:05:47.548904
TNE | Shares | TECHNOLOGY ONE LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.548918 | 2018-12-24 04:05:47.548918
TLX | Shares | TELIX PHARMACEUTICALS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.548933 | 2018-12-24 04:05:47.548933
TLS | Shares | TELSTRA CORPORATION LIMITED. | Communication Services | AUD | None | None | 2018-12-24 04:05:47.548957 | 2018-12-24 04:05:47.548957
TPW | Shares | TEMPLE & WEBSTER GROUP LTD | Retailing | AUD | None | None | 2018-12-24 04:05:47.548971 | 2018-12-24 04:05:47.548971
TGG | Shares | TEMPLETON GLOBAL GROWTH FUND LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.548989 | 2018-12-24 04:05:47.548989
TPP | Shares | TEMPO AUSTRALIA LTD | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.549004 | 2018-12-24 04:05:47.549004
TMR | Shares | TEMPUS RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.549018 | 2018-12-24 04:05:47.549018
TER | Shares | TERRACOM LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.549031 | 2018-12-24 04:05:47.549031
TMX | Shares | TERRAIN MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549045 | 2018-12-24 04:05:47.549045
TZN | Shares | TERRAMIN AUSTRALIA LIMITED. | Materials | AUD | None | None | 2018-12-24 04:05:47.549059 | 2018-12-24 04:05:47.549059
TNT | Shares | TESSERENT LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.549073 | 2018-12-24 04:05:47.549073
TES | Shares | TEST SECURITY | Class Pend | AUD | None | None | 2018-12-24 04:05:47.549086 | 2018-12-24 04:05:47.549086
THC | Shares | THC GLOBAL GROUP LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.549101 | 2018-12-24 04:05:47.549101
A2M | Shares | THE A2 MILK COMPANY LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.549129 | 2018-12-24 04:05:47.549129
AU1 | Shares | THE AGENCY GROUP AUSTRALIA LTD | Real Estate | AUD | None | None | 2018-12-24 04:05:47.549143 | 2018-12-24 04:05:47.549143
TBH | Shares | THE BETMAKERS HOLDINGS LTD | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.549157 | 2018-12-24 04:05:47.549157
CGL | Shares | THE CITADEL GROUP LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.549171 | 2018-12-24 04:05:47.549171
DXN | Shares | THE DATA EXCHANGE NETWORK LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.549186 | 2018-12-24 04:05:47.549186
FOD | Shares | THE FOOD REVOLUTION GROUP LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.549203 | 2018-12-24 04:05:47.549203
GO2 | Shares | THE GO2 PEOPLE LTD | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.549217 | 2018-12-24 04:05:47.549217
PGR | Shares | THE PAS GROUP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.549231 | 2018-12-24 04:05:47.549231
TRS | Shares | THE REJECT SHOP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.549259 | 2018-12-24 04:05:47.549259
SGR | Shares | THE STAR ENTERTAINMENT GROUP LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.549273 | 2018-12-24 04:05:47.549273
TGM | Shares | THETA GOLD MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549287 | 2018-12-24 04:05:47.549287
TNK | Shares | THINK CHILDCARE LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.549301 | 2018-12-24 04:05:47.549301
TMZ | Shares | THOMSON RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549318 | 2018-12-24 04:05:47.549318
THR | Shares | THOR MINING PLC | Materials | AUD | None | None | 2018-12-24 04:05:47.549332 | 2018-12-24 04:05:47.549332
TGA | Shares | THORN GROUP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.549346 | 2018-12-24 04:05:47.549346
TOP | Shares | THORNEY OPPORTUNITIES LTD | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549360 | 2018-12-24 04:05:47.549360
TEK | Shares | THORNEY TECHNOLOGIES LTD | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549375 | 2018-12-24 04:05:47.549375
TPS | Shares | THREAT PROTECT AUSTRALIA LIMITED | Class Pend | AUD | None | None | 2018-12-24 04:05:47.549389 | 2018-12-24 04:05:47.549389
THD | Shares | THRED LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.549403 | 2018-12-24 04:05:47.549403
THX | Shares | THUNDELARRA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549417 | 2018-12-24 04:05:47.549417
TIA | Shares | TIAN AN AUSTRALIA LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.549431 | 2018-12-24 04:05:47.549431
TPO | Shares | TIAN POH RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549445 | 2018-12-24 04:05:47.549445
TB8 | Shares | TIANMEI BEVERAGE GROUP CORPORATION LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.549474 | 2018-12-24 04:05:47.549474
TIE | Shares | TIETTO MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549521 | 2018-12-24 04:05:47.549521
TGS | Shares | TIGER RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549541 | 2018-12-24 04:05:47.549541
TIG | Shares | TIGERS REALM COAL LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549589 | 2018-12-24 04:05:47.549589
TKF | Shares | TIKFORCE LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.549616 | 2018-12-24 04:05:47.549616
TLT | Shares | TILT RENEWABLES LIMITED. | Utilities | AUD | None | None | 2018-12-24 04:05:47.549635 | 2018-12-24 04:05:47.549635
TML | Shares | TIMAH RESOURCES LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.549652 | 2018-12-24 04:05:47.549652
TNY | Shares | TINYBEANS GROUP LTD | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.549669 | 2018-12-24 04:05:47.549669
TTM | Shares | TITAN MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549690 | 2018-12-24 04:05:47.549690
TSL | Shares | TITANIUM SANDS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549708 | 2018-12-24 04:05:47.549708
TTT | Shares | TITOMIC LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549726 | 2018-12-24 04:05:47.549726
TOU | Shares | TLOU ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.549745 | 2018-12-24 04:05:47.549745
TNG | Shares | TNG LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549763 | 2018-12-24 04:05:47.549763
TIN | Shares | TNT MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549780 | 2018-12-24 04:05:47.549780
TRT | Shares | TODD RIVER RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549798 | 2018-12-24 04:05:47.549798
TOM | Shares | TOMIZONE LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.549813 | 2018-12-24 04:05:47.549813
TTW | Shares | TOPTUNG LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.549826 | 2018-12-24 04:05:47.549826
TNR | Shares | TORIAN RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.549840 | 2018-12-24 04:05:47.549840
TOE | Shares | TORO ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.549854 | 2018-12-24 04:05:47.549854
TNB | Shares | TORRENS SERIES 2013-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549869 | 2018-12-24 04:05:47.549869
TNF | Shares | TORRENS SERIES 2013-2 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549883 | 2018-12-24 04:05:47.549883
TNH | Shares | TORRENS SERIES 2014-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549897 | 2018-12-24 04:05:47.549897
TOZ | Shares | TORRENS SERIES 2014-2 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549911 | 2018-12-24 04:05:47.549911
TNJ | Shares | TORRENS SERIES 2015-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549925 | 2018-12-24 04:05:47.549925
TTZ | Shares | TORRENS SERIES 2016-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.549943 | 2018-12-24 04:05:47.549943
TTB | Shares | TOTAL BRAIN LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.549958 | 2018-12-24 04:05:47.549958
TWR | Shares | TOWER LIMITED | Insurance | AUD | None | None | 2018-12-24 04:05:47.549972 | 2018-12-24 04:05:47.549972
TPC | Shares | TPC CONSOLIDATED LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.549986 | 2018-12-24 04:05:47.549986
TPM | Shares | TPG TELECOM LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.550000 | 2018-12-24 04:05:47.550000
TPE | Shares | TPI ENTERPRISES LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.550016 | 2018-12-24 04:05:47.550016
TME | Shares | TRADE ME GROUP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.550030 | 2018-12-24 04:05:47.550030
TTI | Shares | TRAFFIC TECHNOLOGIES LTD. | Transportation | AUD | None | None | 2018-12-24 04:05:47.550047 | 2018-12-24 04:05:47.550047
TKL | Shares | TRAKA RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550074 | 2018-12-24 04:05:47.550074
TSN | Shares | TRANSACTION SOLUTIONS INTERNATIONAL LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550133 | 2018-12-24 04:05:47.550133
TTL | Shares | TRANSCENDENCE TECHNOLOGIES LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550162 | 2018-12-24 04:05:47.550162
TCO | Shares | TRANSMETRO CORPORATION LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.550181 | 2018-12-24 04:05:47.550181
TCL | Shares | TRANSURBAN GROUP | Transportation | AUD | None | None | 2018-12-24 04:05:47.550201 | 2018-12-24 04:05:47.550201
XVG | Shares | TREASURY CORPORATION OF VICTORIA | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550216 | 2018-12-24 04:05:47.550216
TWE | Shares | TREASURY WINE ESTATES LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.550230 | 2018-12-24 04:05:47.550230
TKM | Shares | TREK METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550244 | 2018-12-24 04:05:47.550244
TEG | Shares | TRIANGLE ENERGY (GLOBAL) LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.550275 | 2018-12-24 04:05:47.550275
TGF | Shares | TRIBECA GLOBAL NATURAL RESOURCES LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550294 | 2018-12-24 04:05:47.550294
TBR | Shares | TRIBUNE RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550313 | 2018-12-24 04:05:47.550313
TMG | Shares | TRIGG MINING LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.550332 | 2018-12-24 04:05:47.550332
TGO | Shares | TRIMANTIUM GROWTHOPS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550351 | 2018-12-24 04:05:47.550351
TNP | Shares | TRIPLE ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.550369 | 2018-12-24 04:05:47.550369
TON | Shares | TRITON MINERALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.550387 | 2018-12-24 04:05:47.550387
TT9 | Shares | TRITON TRUST NO. 8 IN RESPECT OF BOND SERIES 2018-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550407 | 2018-12-24 04:05:47.550407
TT7 | Shares | TRITON TRUST NO.7 IN RESPECT OF THE BOND SERIES 2017-2 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550424 | 2018-12-24 04:05:47.550424
TRY | Shares | TROY RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550438 | 2018-12-24 04:05:47.550438
TRM | Shares | TRUSCOTT MINING CORPORATION LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550452 | 2018-12-24 04:05:47.550452
TAU | Shares | TRUSTEES AUSTRALIA LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.550467 | 2018-12-24 04:05:47.550467
TTA | Shares | TTA HOLDINGS LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.550480 | 2018-12-24 04:05:47.550480
TGN | Shares | TUNGSTEN MINING NL | Materials | AUD | None | None | 2018-12-24 04:05:47.550494 | 2018-12-24 04:05:47.550494
TRA | Shares | TURNERS AUTOMOTIVE GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.550509 | 2018-12-24 04:05:47.550509
TV2 | Shares | TV2U INTERNATIONAL LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550523 | 2018-12-24 04:05:47.550523
TSC | Shares | TWENTY SEVEN CO. LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.550537 | 2018-12-24 04:05:47.550537
TYK | Shares | TYCHEAN RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.550557 | 2018-12-24 04:05:47.550557
TYM | Shares | TYMLEZ GROUP LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550571 | 2018-12-24 04:05:47.550571
TYX | Shares | TYRANNA RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550585 | 2018-12-24 04:05:47.550585
TZL | Shares | TZ LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.550599 | 2018-12-24 04:05:47.550599
UCW | Shares | UCW LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.550613 | 2018-12-24 04:05:47.550613
UIL | Shares | UIL ENERGY LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.550634 | 2018-12-24 04:05:47.550634
UUL | Shares | ULTIMA UNITED LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.550647 | 2018-12-24 04:05:47.550647
UTR | Shares | ULTRACHARGE LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.550659 | 2018-12-24 04:05:47.550659
URW | Shares | UNIBAIL-RODAMCO-WESTFIELD | Real Estate | AUD | None | None | 2018-12-24 04:05:47.550672 | 2018-12-24 04:05:47.550672
UNL | Shares | UNITED NETWORKS LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.550685 | 2018-12-24 04:05:47.550685
UOS | Shares | UNITED OVERSEAS AUSTRALIA LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.550697 | 2018-12-24 04:05:47.550697
UWL | Shares | UNITI WIRELESS LIMITED | Class Pend | AUD | None | None | 2018-12-24 04:05:47.550710 | 2018-12-24 04:05:47.550710
UBI | Shares | UNIVERSAL BIOSENSORS INC. | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.550727 | 2018-12-24 04:05:47.550727
UNV | Shares | UNIVERSAL COAL PLC | Energy | AUD | None | None | 2018-12-24 04:05:47.550739 | 2018-12-24 04:05:47.550739
URB | Shares | URB INVESTMENTS LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550751 | 2018-12-24 04:05:47.550751
UBN | Shares | URBANISE.COM LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550767 | 2018-12-24 04:05:47.550767
URF | Shares | US MASTERS RESIDENTIAL PROPERTY FUND | Real Estate | AUD | None | None | 2018-12-24 04:05:47.550782 | 2018-12-24 04:05:47.550782
USR | Shares | US RESIDENTIAL FUND | Not Applic | AUD | None | None | 2018-12-24 04:05:47.550801 | 2018-12-24 04:05:47.550801
UCM | Shares | USCOM LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.550817 | 2018-12-24 04:05:47.550817
UUV | Shares | UUV AQUABOTIX LTD | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.550832 | 2018-12-24 04:05:47.550832
VMX | Shares | VALMEC LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.550848 | 2018-12-24 04:05:47.550848
VAL | Shares | VALOR RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550864 | 2018-12-24 04:05:47.550864
VAN | Shares | VANGO MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550879 | 2018-12-24 04:05:47.550879
VAR | Shares | VARISCAN MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550894 | 2018-12-24 04:05:47.550894
VLT | Shares | VAULT INTELLIGENCE LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.550937 | 2018-12-24 04:05:47.550937
VMG | Shares | VDM GROUP LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.550958 | 2018-12-24 04:05:47.550958
VEL | Shares | VEALLS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.550971 | 2018-12-24 04:05:47.550971
VEC | Shares | VECTOR RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.550984 | 2018-12-24 04:05:47.550984
VBS | Shares | VECTUS BIOSYSTEMS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.550998 | 2018-12-24 04:05:47.550998
VEE | Shares | VEEM LTD | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.551020 | 2018-12-24 04:05:47.551020
VP7 | Shares | VELOCITY PROPERTY GROUP LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.551033 | 2018-12-24 04:05:47.551033
VMS | Shares | VENTURE MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551046 | 2018-12-24 04:05:47.551046
VXR | Shares | VENTUREX RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551058 | 2018-12-24 04:05:47.551058
VMC | Shares | VENUS METALS CORPORATION LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551071 | 2018-12-24 04:05:47.551071
VRM | Shares | VERDANT MINERALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.551083 | 2018-12-24 04:05:47.551083
VRI | Shares | VERILUMA LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.551096 | 2018-12-24 04:05:47.551096
VRS | Shares | VERIS LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.551119 | 2018-12-24 04:05:47.551119
VG1 | Shares | VGI PARTNERS GLOBAL INVESTMENTS LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551132 | 2018-12-24 04:05:47.551132
VIA | Shares | VIAGOLD CAPITAL LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.551145 | 2018-12-24 04:05:47.551145
VCX | Shares | VICINITY CENTRES | Real Estate | AUD | None | None | 2018-12-24 04:05:47.551158 | 2018-12-24 04:05:47.551158
VCD | Shares | VICINITY CENTRES TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551171 | 2018-12-24 04:05:47.551171
VIG | Shares | VICTOR GROUP HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.551184 | 2018-12-24 04:05:47.551184
VIC | Shares | VICTORY MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551197 | 2018-12-24 04:05:47.551197
VII | Shares | VIETNAM INDUSTRIAL INVESTMENTS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551210 | 2018-12-24 04:05:47.551210
VKA | Shares | VIKING MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551223 | 2018-12-24 04:05:47.551223
VLW | Shares | VILLA WORLD LIMITED. | Real Estate | AUD | None | None | 2018-12-24 04:05:47.551240 | 2018-12-24 04:05:47.551240
VRL | Shares | VILLAGE ROADSHOW LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.551263 | 2018-12-24 04:05:47.551263
VMY | Shares | VIMY RESOURCES LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.551275 | 2018-12-24 04:05:47.551275
VEN | Shares | VINTAGE ENERGY LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.551298 | 2018-12-24 04:05:47.551298
VIP | Shares | VIP GLOVES LTD | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.551311 | 2018-12-24 04:05:47.551311
VAH | Shares | VIRGIN AUSTRALIA HOLDINGS LIMITED | Transportation | AUD | None | None | 2018-12-24 04:05:47.551324 | 2018-12-24 04:05:47.551324
VRT | Shares | VIRTUS HEALTH LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.551338 | 2018-12-24 04:05:47.551338
VTI | Shares | VISIONEERING TECHNOLOGIES, INC. | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.551363 | 2018-12-24 04:05:47.551363
VGL | Shares | VISTA GROUP INTERNATIONAL LIMITED. | Software & Services | AUD | None | None | 2018-12-24 04:05:47.551377 | 2018-12-24 04:05:47.551377
VTG | Shares | VITA GROUP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.551389 | 2018-12-24 04:05:47.551389
VLS | Shares | VITA LIFE SCIENCES LIMITED.. | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.551402 | 2018-12-24 04:05:47.551402
VML | Shares | VITAL METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551415 | 2018-12-24 04:05:47.551415
VTH | Shares | VITALHARVEST FREEHOLD TRUST | Real Estate | AUD | None | None | 2018-12-24 04:05:47.551427 | 2018-12-24 04:05:47.551427
VEA | Shares | VIVA ENERGY GROUP LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.551440 | 2018-12-24 04:05:47.551440
VVR | Shares | VIVA ENERGY REIT | Real Estate | AUD | None | None | 2018-12-24 04:05:47.551452 | 2018-12-24 04:05:47.551452
VIV | Shares | VIVID TECHNOLOGY LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.551471 | 2018-12-24 04:05:47.551471
VMT | Shares | VMOTO LIMITED | Automobiles & Components | AUD | None | None | 2018-12-24 04:05:47.551484 | 2018-12-24 04:05:47.551484
VOC | Shares | VOCUS GROUP LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.551496 | 2018-12-24 04:05:47.551496
VPG | Shares | VODAFONE GROUP PLC. | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551509 | 2018-12-24 04:05:47.551509
VHT | Shares | VOLPARA HEALTH TECHNOLOGIES LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.551533 | 2018-12-24 04:05:47.551533
VPR | Shares | VOLT POWER GROUP LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.551546 | 2018-12-24 04:05:47.551546
VRC | Shares | VOLT RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551561 | 2018-12-24 04:05:47.551561
VN8 | Shares | VONEX LIMITED.. | Communication Services | AUD | None | None | 2018-12-24 04:05:47.551574 | 2018-12-24 04:05:47.551574
VPC | Shares | VPCL LTD | Software & Services | AUD | None | None | 2018-12-24 04:05:47.551587 | 2018-12-24 04:05:47.551587
VRX | Shares | VRX SILICA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551600 | 2018-12-24 04:05:47.551600
VYS | Shares | VYSARN LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551612 | 2018-12-24 04:05:47.551612
WGN | Shares | WAGNERS HOLDING COMPANY LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.551625 | 2018-12-24 04:05:47.551625
WKT | Shares | WALKABOUT RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.551638 | 2018-12-24 04:05:47.551638
WAA | Shares | WAM ACTIVE LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.551651 | 2018-12-24 04:05:47.551651
WAM | Shares | WAM CAPITAL LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.551664 | 2018-12-24 04:05:47.551664
WGB | Shares | WAM GLOBAL LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551677 | 2018-12-24 04:05:47.551677
WLE | Shares | WAM LEADERS LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551690 | 2018-12-24 04:05:47.551690
WMI | Shares | WAM MICROCAP LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551703 | 2018-12-24 04:05:47.551703
WAX | Shares | WAM RESEARCH LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.551721 | 2018-12-24 04:05:47.551721
WGL | Shares | WANGLE TECHNOLOGIES LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.551734 | 2018-12-24 04:05:47.551734
SOL | Shares | WASHINGTON H SOUL PATTINSON & COMPANY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.551757 | 2018-12-24 04:05:47.551757
WAT | Shares | WATERCO LIMITED | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.551770 | 2018-12-24 04:05:47.551770
WGF | Shares | WATERMARK GLOBAL LEADERS FUND LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551794 | 2018-12-24 04:05:47.551794
WMK | Shares | WATERMARK MARKET NEUTRAL FUND LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.551807 | 2018-12-24 04:05:47.551807
WTP | Shares | WATPAC LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.551820 | 2018-12-24 04:05:47.551820
WHA | Shares | WATTLE HEALTH AUSTRALIA LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.551833 | 2018-12-24 04:05:47.551833
